ndcg@5,precision@5,recall@5,ndcg@10,precision@10,recall@10,ndcg@20,precision@20,recall@20,ap,rr,query,query_type
0.4703652827859579,0.4,0.06666666666666667,0.442219594238013,0.4,0.13333333333333333,0.41807954668033154,0.4,0.26666666666666666,0.4197277450749911,1.0,enable multi-language support,feature
0.21398626473452756,0.2,0.03333333333333333,0.2369270614274195,0.3,0.1,0.2009913099050381,0.2,0.13333333333333333,0.29063404290897005,0.5,add multi-language support,feature
0.0,0.0,0.0,0.06943122193677728,0.1,0.03333333333333333,0.1102023736384825,0.15,0.1,0.18018547373094124,0.125,implement multi-language support,feature
1.0,1.0,0.16666666666666666,0.8289493111868724,0.9,0.3,0.8992086047953369,0.9,0.6,0.8991898057050577,1.0,integrate social media sharing options,feature
0.6992148198508501,0.6,0.1,0.5321408435198609,0.4,0.13333333333333333,0.537201481703062,0.45,0.3,0.5621186140853291,1.0,implement user profile customization options,feature
0.8274043288765652,1.0,0.16666666666666666,0.7423070509265202,0.9,0.3,0.7243460490760804,0.8,0.5333333333333333,0.8303806594152617,1.0,implement user role management,feature
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9657070267903207,0.9,0.6,0.8828666436950711,1.0,implement user-defined dashboards,feature
1.0,1.0,0.16666666666666666,0.8006937664098821,0.7,0.23333333333333334,0.6168078498867109,0.45,0.3,0.7433579654423326,1.0,implement user role-based access control,feature
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9635314449454079,0.95,0.6333333333333333,0.9273593191485349,1.0,integrate real-time collaboration tools,feature
0.2308584011611105,0.4,0.06666666666666667,0.3857995005838689,0.6,0.2,0.3774811635174056,0.45,0.3,0.4824892592464973,0.3333333333333333,enhance user profile customization options,feature
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9046074936413826,0.75,0.5,0.837095293548073,1.0,IndexOutOfBoundsException in ProductService.getProductsByCategory(),specific
1.0,1.0,0.18518518518518517,0.9608008655106625,1.0,0.37037037037037035,0.9532321501440428,0.9,0.6666666666666666,0.9449224431931198,1.0,TypeError in payment processing module when handling invalid credit card input,specific
1.0,1.0,0.17857142857142858,1.0,1.0,0.35714285714285715,0.9812406390739178,0.95,0.6785714285714286,0.9191884570605924,1.0,ConcurrentModificationException in order processing service during bulk updates,specific
0.7227265726449519,0.6,0.10714285714285714,0.5473983622993503,0.4,0.14285714285714285,0.5418493930807178,0.4,0.2857142857142857,0.5383551337180398,1.0,TypeError when updating user profile in React app,specific
0.8539316501572937,0.8,0.14814814814814814,0.826813366651774,0.8,0.2962962962962963,0.8021843376280952,0.65,0.48148148148148145,0.6889224202253785,1.0,TypeError when parsing JSON response in fetchData function,specific
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9465837736543994,0.9,0.6,0.9620019643703854,1.0,Race condition in order processing during high load scenario,specific
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9823137377610242,0.95,0.6333333333333333,0.9722222222222221,1.0,IndexOutOfBoundsException in ArrayList processing user input,specific
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.8870841197316713,0.75,0.5,0.8797699587365436,1.0,TypeError when rendering user profile component with missing profile data,specific
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9941173223341032,1.0,0.6666666666666666,0.9540153226934835,1.0,TypeError in cart checkout process when applying discount code,specific
1.0,1.0,0.18518518518518517,1.0,1.0,0.37037037037037035,0.9060113837132113,0.75,0.5555555555555556,0.8502224778991655,1.0,TypeError in fetchData function within userProfile.js,specific
0.6548086577531307,0.6,0.1,0.5727555047321238,0.5,0.16666666666666666,0.4670437129475148,0.35,0.23333333333333334,0.5131753813574795,1.0,optimize database query performance,task
0.21398626473452756,0.2,0.037037037037037035,0.13886244387355456,0.1,0.037037037037037035,0.13764916576515782,0.1,0.07407407407407407,0.2135784331354004,0.5,optimize database queries for performance,task
0.14606834984270645,0.2,0.03571428571428571,0.16421958630632805,0.2,0.07142857142857142,0.18745257358653347,0.2,0.14285714285714285,0.2227399472080323,0.25,optimize database queries,task
0.5296347172140421,0.6,0.10714285714285714,0.4099509148465345,0.4,0.14285714285714285,0.4842960165686354,0.45,0.32142857142857145,0.4870667814672339,0.5,NullPointerException in user authentication module,technical
0.639945385422766,0.6,0.1,0.4936790360674166,0.4,0.13333333333333333,0.45280950531135106,0.35,0.23333333333333334,0.4373726467331118,1.0,NullPointerException in user authentication service,technical
1.0,1.0,0.17857142857142858,1.0,1.0,0.35714285714285715,0.9086222726523637,0.75,0.5357142857142857,0.9232679738562092,1.0,NullReferenceException in UserController during authentication process,technical
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.8917129148169352,0.75,0.5,0.9632736572890025,1.0,NullReferenceException in UserService during account creation,technical
1.0,1.0,0.17857142857142858,1.0,1.0,0.35714285714285715,0.9086222726523637,0.75,0.5357142857142857,1.0,1.0,SQLSyntaxError in user authentication module,technical
