ndcg@5,precision@5,recall@5,ndcg@10,precision@10,recall@10,ndcg@20,precision@20,recall@20,ap,rr,query,query_type
0.3156484524795145,0.4,0.06666666666666667,0.31739730410728867,0.4,0.13333333333333333,0.25403161879457775,0.25,0.16666666666666666,0.3349190756778124,0.3333333333333333,enable multi-language support,feature
0.3391602052736161,0.2,0.03333333333333333,0.2532188780252747,0.2,0.06666666666666667,0.3066979396843602,0.3,0.2,0.3528878404635801,1.0,add multi-language support,feature
0.0,0.0,0.0,0.03919913448933767,0.1,0.03333333333333333,0.1812225553433916,0.25,0.16666666666666666,0.22209500761992815,0.16666666666666666,implement multi-language support,feature
0.7618017901203944,0.8,0.13333333333333333,0.7444558259988242,0.8,0.26666666666666666,0.8373770319292005,0.9,0.6,0.833675251698464,1.0,integrate social media sharing options,feature
0.34519134224686937,0.4,0.06666666666666667,0.43042149375026467,0.5,0.16666666666666666,0.4330399771828496,0.45,0.3,0.4570208220440294,0.5,implement user profile customization options,feature
0.5316435813102603,0.8,0.13333333333333333,0.4459701411575096,0.6,0.2,0.47802590126203864,0.6,0.4,0.6008318652810791,1.0,implement user role management,feature
0.8687949224876582,0.8,0.13333333333333333,0.9148568823583791,0.9,0.3,0.9050417841201426,0.85,0.5666666666666667,0.8174657020508452,1.0,implement user-defined dashboards,feature
1.0,1.0,0.16666666666666666,0.7819835854675756,0.7,0.23333333333333334,0.6012484140996351,0.45,0.3,0.7013530275994246,1.0,implement user role-based access control,feature
1.0,1.0,0.16666666666666666,0.9668728882728055,1.0,0.3333333333333333,0.959267684016801,0.95,0.6333333333333333,0.9460530730244016,1.0,integrate real-time collaboration tools,feature
0.5817744828317774,0.6,0.1,0.5244224557597269,0.6,0.2,0.5044902824379975,0.5,0.3333333333333333,0.5881441247333119,1.0,enhance user profile customization options,feature
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9086222726523637,0.75,0.5,0.8863811992101467,1.0,IndexOutOfBoundsException in ProductService.getProductsByCategory(),specific
